Day fraction since midnight on 	Accumulator pressure (Pa)	DO probe (mg/L)	Source pressure (Pa)	air valve control ()	Max calibration pressure (Pa)	source pressure (Pa)	Max calibration pressure ()	Delta P ()	air flow rate(R * T )/ V ()	Fill time (s)	air fill model (Pa)
0.653392644	32418.66211	2.075823069	100705.75	0.012703995	60423.45	100705.75	60423.45	55423.45	429.45	129.0568169	60423.45
0.65345017	32735.81641	2.167733192	100523.5625	0.012766133	60314.1375	100523.5625	60314.1375	55314.1375	429.45	128.8022762	60314.1375
0.653507483	32515.61719	2.26307106	100369.875	0.012857565	60221.925	100369.875	60221.925	55221.925	429.45	128.5875538	60221.925
0.653566256	32318.01758	2.360239983	100180.6328	0.012910776	60108.37969	100180.6328	60108.37969	55108.37969	429.45	128.3231568	60108.37969
0.653624046	32080.66797	2.453333378	99987.28906	0.012703648	59992.37344	99987.28906	59992.37344	54992.37344	429.45	128.0530293	59992.37344
0.653681218	33078.95703	2.551013231	99791.35156	0.012819226	59874.81094	99791.35156	59874.81094	54874.81094	429.45	127.779278	59874.81094
0.653739454	32753.4707	2.645109177	99618.59375	0.012927214	59771.15625	99618.59375	59771.15625	54771.15625	429.45	127.5379119	59771.15625
0.653797598	32032.5293	2.746082306	99466.625	0.0129544	59679.975	99466.625	59679.975	54679.975	429.45	127.3255909	59679.975
0.653855152	31529.23047	2.840670824	99172.22656	0.012770869	59503.33594	99172.22656	59503.33594	54503.33594	429.45	126.9142763	59503.33594
0.653912856	33413.09375	2.945404053	99055.34375	0.01292589	59433.20625	99055.34375	59433.20625	54433.20625	429.45	126.7509751	59433.20625
0.653970521	33688.53125	3.036796808	98903.42969	0.013028587	59342.05781	98903.42969	59342.05781	54342.05781	429.45	126.5387305	59342.05781
0.654028725	33192.80078	3.128744364	98784.20313	0.01305525	59270.52188	98784.20313	59270.52188	54270.52188	429.45	126.3721548	59270.52188
0.654086815	32892.79297	3.224613905	98661.89063	0.013156721	59197.13438	98661.89063	59197.13438	54197.13438	429.45	126.2012676	59197.13438
0.654144682	33028.07813	3.326987505	98532.11719	0.013069879	59119.27031	98532.11719	59119.27031	54119.27031	429.45	126.0199565	59119.27031
0.654202801	33557.12109	3.427106381	98405.4375	0.01299672	59043.2625	98405.4375	59043.2625	54043.2625	429.45	125.8429677	59043.2625
0.654260613	33291.79688	3.539960623	98309.28125	0.01301897	58985.56875	98309.28125	58985.56875	53985.56875	429.45	125.7086244	58985.56875
0.654318447	32706.63867	3.639227629	98185.64063	0.013036893	58911.38438	98185.64063	58911.38438	53911.38438	429.45	125.5358817	58911.38438
0.654375908	32234.48242	3.723728895	98080.75781	0.01308102	58848.45469	98080.75781	58848.45469	53848.45469	429.45	125.3893461	58848.45469
0.654434188	31856.85352	3.816399097	97940.44531	0.013173401	58764.26719	97940.44531	58764.26719	53764.26719	429.45	125.1933105	58764.26719
0.654491768	31807.94922	3.921086311	97834.76563	0.012936437	58700.85938	97834.76563	58700.85938	53700.85938	429.45	125.0456616	58700.85938
0.654549679	31991.07422	4.007838249	97734.71875	0.012963237	58640.83125	97734.71875	58640.83125	53640.83125	429.45	124.9058825	58640.83125
0.654607716	31892.02539	4.09774971	97862.88281	0.012994023	58717.72969	97862.88281	58717.72969	53717.72969	429.45	125.0849451	58717.72969
0.654665036	31941.35742	4.17222786	98561.32031	0.012912713	59136.79219	98561.32031	59136.79219	54136.79219	429.45	126.0607572	59136.79219
0.654723501	31878.44141	4.252977371	99383.63281	0.012853381	59630.17969	99383.63281	59630.17969	54630.17969	429.45	127.2096395	59630.17969
0.654781334	31227.48242	4.339229584	100219.875	0.012732856	60131.925	100219.875	60131.925	55131.925	429.45	128.3779835	60131.925
0.654839389	30928.62891	4.42135334	100965.7813	0.012703912	60579.46875	100965.7813	60579.46875	55579.46875	429.45	129.4201158	60579.46875
0.654896809	30719.41211	4.50394392	101671.3906	0.012533119	61002.83438	101671.3906	61002.83438	56002.83438	429.45	130.405948	61002.83438
0.654955154	31607.1543	4.578537941	101967.9609	0.01245166	61180.77656	101967.9609	61180.77656	56180.77656	429.45	130.820297	61180.77656
0.65501291	31077.11719	4.650769234	101787.7969	0.012451851	61072.67813	101787.7969	61072.67813	56072.67813	429.45	130.5685834	61072.67813
0.655070112	30858.15234	4.72967577	101646.1797	0.012478822	60987.70781	101646.1797	60987.70781	55987.70781	429.45	130.3707249	60987.70781
0.65512863	30408.90039	4.821763516	101484.0391	0.012506777	60890.42344	101484.0391	60890.42344	55890.42344	429.45	130.1441924	60890.42344
0.655186348	30220.61328	4.897616386	101338.4531	0.012600102	60803.07188	101338.4531	60803.07188	55803.07188	429.45	129.9407891	60803.07188
0.655243791	29979.13281	4.975453377	101193.0469	0.012584301	60715.82813	101193.0469	60715.82813	55715.82813	429.45	129.7376368	60715.82813
0.655302019	30770.95898	5.040808678	101050.6953	0.012511671	60630.41719	101050.6953	60630.41719	55630.41719	429.45	129.5387523	60630.41719
