Day fraction since midnight on 	Accumulator pressure (Pa)	DO probe (mg/L)	Source pressure (Pa)	air valve control ()	Max calibration pressure (Pa)	source pressure (Pa)	Max calibration pressure ()	Delta P ()	air flow rate(R * T )/ V ()	Fill time (s)	air fill model (Pa)
0.642945842	55292.37891	2.117901325	101838.1953	0.152682861	61102.91719	101838.1953	61102.91719	56102.91719	1963.2	28.57728056	61102.91719
0.64300321	56652.32422	2.317156553	102426.0391	0.153762979	61455.62344	102426.0391	61455.62344	56455.62344	1963.2	28.57728056	61102.91719
0.643061381	56962.68359	2.528668881	102263.0547	0.15306094	61357.83281	102263.0547	61357.83281	56357.83281	1963.2	28.70712755	61357.83281
0.643119342	56620.42188	2.705999374	101946.5781	0.150806563	61167.94688	101946.5781	61167.94688	56167.94688	1963.2	28.70712755	61357.83281
0.643177265	55973.57813	2.894551992	101706.4609	0.151624771	61023.87656	101706.4609	61023.87656	56023.87656	1963.2	28.61040489	61167.94688
0.643234644	54999.51563	3.079786778	101435.6328	0.149205704	60861.37969	101435.6328	61023.87656	56023.87656	1963.2	28.53701944	61023.87656
0.643293009	54569.90625	3.305993319	101157.1875	0.150578412	60694.3125	101157.1875	60861.37969	55861.37969	1963.2	28.45424801	60861.37969
0.643350811	53860.33594	3.505298853	100867.2891	0.149338857	60694.3125	100867.2891	60694.3125	55694.3125	1963.2	28.36914858	60694.3125
0.643408809	53781.67188	3.718767405	100577.6094	0.150938949	60520.37344	100867.2891	60520.37344	55520.37344	1963.2	28.28054882	60520.37344
0.643466507	53735.89453	3.945202351	100577.6094	0.148995551	60346.56563	100577.6094	60346.56563	55346.56563	1963.2	28.19201591	60346.56563
0.643523861	55822.94922	4.125241756	100269.7813	0.155064293	60161.86875	100269.7813	60161.86875	55161.86875	1963.2	28.0979364	60161.86875
0.643581869	54859.73438	4.300238133	99961.48438	0.151263398	59976.89063	99961.48438	59976.89063	54976.89063	1963.2	28.00371364	59976.89063
0.643640164	54121.6875	4.43672514	99740.97656	0.150663146	59844.58594	99740.97656	59844.58594	54844.58594	1963.2	27.93632128	59844.58594
0.643697545	54503.98438	4.593402386	99494.99219	0.153908886	59696.99531	99494.99219	59696.99531	54696.99531	1963.2	27.86114268	59696.99531
0.643755643	54568.35547	4.746761799	99300.69531	0.155123984	59580.41719	99300.69531	59580.41719	54580.41719	1963.2	27.801761	59580.41719
0.643813593	53849.53125	4.887608528	99062.78906	0.151593477	59437.67344	99062.78906	59437.67344	54437.67344	1963.2	27.72905126	59437.67344
0.643871052	51990.30078	5.012659073	98875.20313	0.14851539	59325.12188	98875.20313	59325.12188	54325.12188	1963.2	27.6717206	59325.12188
