Day fraction since midnight on 	Accumulator pressure (Pa)	DO probe (mg/L)	Source pressure (Pa)	air valve control ()	Max calibration pressure (Pa)	source pressure (Pa)	Max calibration pressure ()	Delta P ()	air flow rate(R * T )/ V ()	Fill time (s)	air fill model (Pa)
0.646705758	26614.74609	2.059494734	100407.8125	0.082457774	60244.6875	100407.8125	60244.6875	55244.6875	1717.8	32.16013942	50516.53551
0.646763645	26747.63281	2.436265469	100102.7422	0.082711763	60061.64531	100102.7422	60061.64531	55061.64531	1717.8	32.05358325	59088.62169
0.646821483	26759.84961	2.800303936	99794.44531	0.082968401	59876.66719	99794.44531	59876.66719	54876.66719	1717.8	31.9459001	59876.66719
0.646879319	26628.13281	3.146931648	99459.57813	0.083182161	59675.74688	99459.57813	59675.74688	54675.74688	1717.8	31.82893636	59675.74688
0.646937239	26628.59375	3.470224142	99122.125	0.083403533	59473.275	99122.125	59473.275	54473.275	1717.8	31.71106939	59473.275
0.646995093	26554.38281	3.773120403	98787.42969	0.083540562	59272.45781	98787.42969	59272.45781	54272.45781	1717.8	31.59416568	59272.45781
0.647052922	26454.71289	4.067266464	98501.39844	0.083734858	59100.83906	98501.39844	59100.83906	54100.83906	1717.8	31.49425955	59100.83906
0.647110908	26328.86523	4.333612919	98212.69531	0.08385521	58927.61719	98212.69531	58927.61719	53927.61719	1717.8	31.39342018	58927.61719
0.647168673	26282.08984	4.587304592	97980.76563	0.084045847	58788.45938	97980.76563	58788.45938	53788.45938	1717.8	31.31241086	58788.45938
0.647226608	26764.71484	4.819637775	97762.67969	0.084312229	58657.60781	97762.67969	58657.60781	53657.60781	1717.8	31.23623694	58657.60781
0.647284478	26523.36523	5.036127091	97516.36719	0.084403211	58509.82031	97516.36719	58509.82031	53509.82031	1717.8	31.15020393	58509.82031
0.647342343	26295.5957	5.257366657	97302.375	0.084524499	58381.425	97302.375	58381.425	53381.425	1717.8	31.07545989	58381.425
0.647400183	26288.3418	5.451086998	97061.10938	0.084748798	58236.66563	97061.10938	58236.66563	53236.66563	1717.8	30.99118968	58236.66563
0.647458052	26091.6875	5.645589352	96832.48438	0.0847464	58099.49063	96832.48438	58099.49063	53099.49063	1717.8	30.91133463	58099.49063
0.647515906	25941.42578	5.825454712	96635.04688	0.084772364	57981.02813	96635.04688	57981.02813	52981.02813	1717.8	30.84237288	57981.02813
0.647573838	25871.08398	5.988266945	96457.30469	0.084944013	57874.38281	96457.30469	57874.38281	52874.38281	1717.8	30.78029038	57874.38281
